sessionId,source,label,clickRatePerMin,repeatedClickCount,scrollCount,scrollDirectionChanges,avgPointerSpeed,keyPressCount,navigationCount,avgHesitationMs,maxHesitationMs,durationSec
"synthetic-high-0051","synthetic","high","54.61","6","29","19","399.08","51","5","3826.62","10229.44","212.36"
"synthetic-high-0300","synthetic","high","47.34","7","31","10","91.06","81","9","6447.19","15593.92","214.3"
"synthetic-low-0247","synthetic","low","14.79","1","8","1","685.25","14","0","677.4","1918.87","59.16"
"synthetic-high-0041","synthetic","high","62.79","14","37","20","290.3","118","5","5391.79","13243.42","259.41"
"synthetic-high-0252","synthetic","high","59.98","11","16","20","584.74","56","6","4284.44","15335.49","235.74"
"synthetic-high-0234","synthetic","high","46.21","8","40","9","485.28","107","6","4645.16","16563.28","171.27"
"synthetic-low-0163","synthetic","low","12","0","6","1","682.26","23","1","851.78","2272.73","33.25"
"synthetic-medium-0161","synthetic","medium","22.09","1","16","3","522.43","60","1","1322.06","3069.56","104.54"
"synthetic-medium-0280","synthetic","medium","23.53","4","16","6","308.93","33","3","1440.49","4353.47","131.55"
"synthetic-high-0064","synthetic","high","49.31","8","36","11","195.2","66","5","5589.49","8631.2","214.79"
"synthetic-high-0237","synthetic","high","31.45","6","22","11","253.61","66","3","5077.01","16929.74","214.2"
"synthetic-high-0236","synthetic","high","34.39","7","30","18","674.77","105","5","3793.87","9806.63","248.13"
"synthetic-low-0104","synthetic","low","12.81","1","4","1","431.69","27","0","614.93","974.63","63.36"
"synthetic-high-0090","synthetic","high","37.66","14","40","9","652.43","73","7","5188.75","16962.1","156.29"
"synthetic-high-0026","synthetic","high","47.3","11","27","12","767.93","113","10","5295.94","13488.46","271.97"
"synthetic-medium-0299","synthetic","medium","21.45","3","12","4","480.78","61","4","1346.81","5485.3","121.54"
"synthetic-low-0013","synthetic","low","10.77","0","7","0","425.49","26","1","757.77","2396.73","49.72"
"synthetic-high-0275","synthetic","high","54.62","5","22","8","164.36","111","5","4406.61","9845.33","312.07"
"synthetic-medium-0088","synthetic","medium","32.04","3","8","2","339.1","22","2","2460.12","2710.39","94.52"
"synthetic-medium-0107","synthetic","medium","31.13","2","9","2","543.91","63","2","909.69","3272.94","125.61"
"synthetic-medium-0136","synthetic","medium","21.97","1","10","4","441.76","67","2","1519.23","5348.46","73.37"
"synthetic-low-0272","synthetic","low","5.45","1","8","0","409.01","20","0","663.53","2010.66","59.33"
"synthetic-low-0113","synthetic","low","15.77","1","4","1","422.91","6","1","808.15","1588.71","70.58"
"synthetic-medium-0110","synthetic","medium","22.38","3","6","2","444.19","70","2","1782.02","5774.95","93.21"
"synthetic-high-0285","synthetic","high","32.07","13","41","17","767.96","67","5","5051.75","7326.17","173.03"
"synthetic-low-0115","synthetic","low","12.08","1","8","2","625.64","5","1","530.65","1165.43","69.77"
"synthetic-high-0106","synthetic","high","57.28","12","44","15","367.48","112","5","5722.03","14486.56","145.43"
"synthetic-low-0008","synthetic","low","9.86","0","2","2","581.65","33","1","351.7","1973.5","51.42"
"synthetic-high-0136","synthetic","high","45.47","13","18","12","422.67","98","6","3802.72","15186.85","244.62"
"synthetic-high-0007","synthetic","high","49.76","10","44","7","432.93","116","9","3074.59","11791.93","285.62"
"synthetic-high-0294","synthetic","high","41.8","14","36","9","861.54","64","5","6637.75","11214.38","205.83"
"synthetic-medium-0125","synthetic","medium","29.35","2","15","3","223.48","66","1","2279","2836.67","107.93"
"synthetic-low-0209","synthetic","low","6.3","1","6","1","710.43","25","0","329.47","2392.46","65.29"
"synthetic-medium-0284","synthetic","medium","28.23","2","6","3","214.85","25","3","1967.56","6432.48","112.87"
"synthetic-low-0269","synthetic","low","14.75","1","7","0","644.81","17","0","822.25","1795.36","57.59"
"synthetic-medium-0137","synthetic","medium","15.59","3","7","3","221.84","23","2","2122.32","3869.24","82.36"
"synthetic-low-0019","synthetic","low","13.55","0","3","2","551.83","28","1","765.71","1678.33","35.97"
"synthetic-high-0121","synthetic","high","62.98","14","40","19","98.66","73","7","6772.9","17892.09","311.08"
"synthetic-high-0118","synthetic","high","58.93","12","20","10","813.04","48","3","3480.61","13292.54","167.25"
"synthetic-high-0256","synthetic","high","34.93","14","18","17","730.52","103","8","6662.57","7481.48","327.61"
"synthetic-low-0081","synthetic","low","14.49","1","4","0","739.83","24","1","440.94","2301.54","41.08"
"synthetic-low-0075","synthetic","low","6.63","0","7","0","378.4","29","1","642.67","1080.09","54.41"
"synthetic-medium-0002","synthetic","medium","20.31","1","6","4","205.16","52","1","2228.96","4256.86","145.82"
"synthetic-medium-0142","synthetic","medium","25.31","4","8","2","502.23","33","1","1906.8","4412.23","96.12"
"synthetic-low-0127","synthetic","low","8.57","1","6","0","729.32","8","0","621.92","2343.12","68.1"
"synthetic-low-0029","synthetic","low","7.53","0","5","0","463.55","19","0","408.43","2008.1","58.52"
"synthetic-medium-0127","synthetic","medium","14.2","2","8","7","254.59","60","3","1504.48","4703.58","87.63"
"synthetic-medium-0150","synthetic","medium","22.48","3","10","3","318.02","60","2","1202.29","3279.06","117.4"
"synthetic-high-0133","synthetic","high","60.85","8","18","16","810.64","111","8","6983","10393.26","140.42"
"synthetic-low-0300","synthetic","low","12.97","1","2","0","641.8","31","1","618.78","1621.68","50.34"
"synthetic-low-0161","synthetic","low","7.02","1","8","1","483.77","17","1","441.71","1130.92","42.2"
"synthetic-low-0003","synthetic","low","11.78","0","2","0","473.92","30","0","852.95","943.46","70.54"
"synthetic-medium-0289","synthetic","medium","31.12","3","8","2","344.23","69","4","2151.87","5507.05","141.67"
"synthetic-high-0069","synthetic","high","36.27","8","39","9","195.73","74","9","4994.79","10198.47","203.68"
"synthetic-medium-0230","synthetic","medium","18.98","3","18","7","286.21","70","1","1632.91","6241.93","127.03"
"synthetic-low-0123","synthetic","low","9.13","1","8","2","565.08","24","1","253.15","1603.03","56.88"
"synthetic-medium-0175","synthetic","medium","26.61","1","6","2","228.33","68","1","1211.78","3983.72","103.34"
"synthetic-low-0253","synthetic","low","15.25","0","3","2","490.29","11","1","877.79","1532.51","48.96"
"synthetic-high-0283","synthetic","high","47.88","13","22","14","639.49","71","5","3050.88","8006.45","318.08"
"synthetic-medium-0269","synthetic","medium","32.52","3","7","2","293.68","32","3","2434.33","5628.11","88.55"
"synthetic-medium-0263","synthetic","medium","27.67","1","6","4","434.03","52","2","2358.87","3570.36","147.23"
"synthetic-low-0059","synthetic","low","5.48","0","3","2","612.26","10","1","881.14","2115.42","31.1"
"synthetic-high-0257","synthetic","high","49.7","7","32","17","863.19","107","4","2711.89","16787.11","243.78"
"synthetic-medium-0032","synthetic","medium","15.43","4","17","5","316.05","61","2","1647","2811.9","148.04"
"synthetic-high-0182","synthetic","high","42.71","10","21","8","116.8","86","6","4796.74","16266","229.98"
"synthetic-low-0222","synthetic","low","13.26","0","3","0","674.27","12","1","360.38","1214.3","53.5"
"synthetic-high-0157","synthetic","high","50.88","4","43","11","493.13","58","6","2689.61","14817.01","169.02"
"synthetic-high-0100","synthetic","high","54.12","14","20","14","532.45","56","3","3730.47","10008.98","218.16"
"synthetic-medium-0016","synthetic","medium","16.89","4","15","3","357.16","33","4","1725.55","5931.29","137.55"
"synthetic-low-0135","synthetic","low","5.77","1","2","0","570.97","15","0","549.45","1234.75","56.1"
"synthetic-low-0190","synthetic","low","13.72","0","1","0","581.44","21","0","484.64","1934.45","25.73"
"synthetic-medium-0157","synthetic","medium","27.86","3","11","7","321.6","39","3","1873.27","4843.33","103.93"
"synthetic-medium-0236","synthetic","medium","27.26","3","13","7","511.8","60","1","1086.03","5636.94","147.25"
"synthetic-medium-0003","synthetic","medium","23.92","1","10","3","528.97","58","1","1897.56","2794.23","100.54"
"synthetic-low-0262","synthetic","low","7.67","1","3","2","574.05","7","0","716.58","1169.94","35.46"
"synthetic-high-0278","synthetic","high","35.57","6","20","19","550.3","118","4","4040.77","17804.48","228.6"
"synthetic-medium-0031","synthetic","medium","16.05","1","9","5","430.42","47","4","1964.37","5048.73","94.08"
"synthetic-low-0009","synthetic","low","8.48","0","1","1","536.39","21","1","830.86","2239.33","45.08"
"synthetic-medium-0232","synthetic","medium","26.98","1","13","5","469.06","61","3","1147.77","3654.68","117.25"
"synthetic-low-0225","synthetic","low","14.85","1","7","0","577.3","31","0","504.1","2310.49","45.68"
"synthetic-high-0160","synthetic","high","37.61","11","34","11","377.37","71","6","4030.28","7154.26","220.98"
"synthetic-medium-0219","synthetic","medium","33.32","1","10","6","344.47","35","2","2425.65","3996.66","112.16"
"synthetic-high-0219","synthetic","high","60.38","6","22","17","631.57","108","8","6492.25","10483.4","171.6"
"synthetic-low-0154","synthetic","low","15.14","1","1","1","392.76","33","1","640.64","2144.12","29.39"
"synthetic-medium-0095","synthetic","medium","17.25","2","11","2","440.44","37","4","1892.64","4405.47","101.13"
"synthetic-high-0114","synthetic","high","42.59","8","37","18","787.87","61","10","5084.52","7710.54","246.42"
"synthetic-high-0102","synthetic","high","61.66","12","45","8","476.2","48","6","5213.28","7349.93","299.5"
"synthetic-low-0112","synthetic","low","9.84","1","5","0","664.72","29","0","650.42","1854.01","46.98"
"synthetic-low-0275","synthetic","low","10.98","1","6","2","606.33","6","0","736.44","2125.76","41.75"
"synthetic-medium-0285","synthetic","medium","25.83","1","14","7","251.42","52","3","1080.91","3108.92","89.6"
"synthetic-high-0274","synthetic","high","55.22","7","37","8","690.35","112","8","6691.49","14520.62","237.33"
"synthetic-low-0091","synthetic","low","9.44","0","5","0","446.92","30","1","327.24","1417.72","58.22"
"synthetic-low-0042","synthetic","low","12.64","1","2","2","424.15","7","0","464.45","1117.03","47.81"
"synthetic-high-0171","synthetic","high","46.29","12","44","7","147.83","64","10","4554.91","12525.89","249.72"
"synthetic-low-0177","synthetic","low","11.02","0","3","2","708.24","9","0","883.16","1580.88","56.74"
"synthetic-low-0034","synthetic","low","6.57","1","8","2","447.13","31","0","797.82","1854.49","42.23"
"synthetic-high-0279","synthetic","high","41.72","12","27","18","493.5","99","7","3117.53","16108.73","205.2"
"synthetic-low-0221","synthetic","low","12","0","5","2","620.49","16","0","443.69","2063.94","30.56"
"synthetic-medium-0140","synthetic","medium","23.03","2","6","3","352.39","25","1","2104.3","5043.41","149.4"
"synthetic-low-0084","synthetic","low","10.61","0","3","0","417.32","8","1","797.84","1935.19","46.27"
"synthetic-low-0273","synthetic","low","9.13","1","8","0","664.21","10","1","807.55","2400.14","63.84"
"synthetic-low-0018","synthetic","low","15.35","1","5","1","544.27","19","1","712.13","1643.58","73.92"
"synthetic-medium-0163","synthetic","medium","19.57","4","14","6","385.73","68","4","1625.71","4481.01","88.57"
"synthetic-high-0292","synthetic","high","60.44","9","29","15","699.17","96","3","6295.36","12740.91","324.68"
"synthetic-high-0092","synthetic","high","41.41","4","42","20","574.03","42","9","6824.88","8997.24","272.36"
"synthetic-low-0236","synthetic","low","9.93","1","2","1","650.62","28","0","757.96","1948.38","63.87"
"synthetic-high-0006","synthetic","high","58.82","9","21","7","437.62","63","3","4502.6","13370.95","283.01"
"synthetic-high-0149","synthetic","high","31.43","14","42","19","141.6","84","9","2777.88","13856.72","170.04"
"synthetic-medium-0040","synthetic","medium","27.45","4","18","4","439.24","48","1","1974.19","4550.92","82.37"
"synthetic-low-0290","synthetic","low","7.16","0","2","0","747.15","5","0","340.44","2271.51","52.06"
"synthetic-medium-0008","synthetic","medium","16.05","3","6","5","222.31","42","4","1781.39","3807.65","79.86"
"synthetic-low-0152","synthetic","low","15.55","1","7","2","440.36","26","1","885.55","1448.54","38.17"
"synthetic-medium-0134","synthetic","medium","28.66","4","14","3","424.51","56","4","1041.4","5028.05","101.04"
"synthetic-high-0132","synthetic","high","32.08","6","30","18","614.23","57","8","5228.25","14673.35","154.33"
"synthetic-medium-0254","synthetic","medium","28.15","2","18","4","239.8","34","2","1251.95","6370.73","141.64"
"synthetic-low-0021","synthetic","low","5.88","1","1","2","355.54","13","1","708.19","1005.68","31.67"
"synthetic-high-0095","synthetic","high","31.26","10","28","16","408.74","54","9","4533.27","8993.91","174.91"
"synthetic-medium-0050","synthetic","medium","25.28","2","16","4","343.66","52","3","1641.63","4771.39","120.86"
"synthetic-low-0026","synthetic","low","10.44","0","5","1","416.72","8","1","676.45","1605.38","58.86"
"synthetic-medium-0291","synthetic","medium","16.72","3","18","5","307.92","24","4","2266.58","5816.44","117.47"
"synthetic-high-0212","synthetic","high","35.54","9","45","16","708.48","119","3","5981.16","12154.98","161.95"
"synthetic-medium-0034","synthetic","medium","26.68","1","12","3","261.57","47","4","2163.59","3723.6","120.1"
"synthetic-low-0142","synthetic","low","8.18","1","7","0","631.13","17","0","531.19","1834.01","53.57"
"synthetic-high-0253","synthetic","high","49.23","9","44","7","336.63","54","9","3959.16","16592.27","317.02"
"synthetic-high-0089","synthetic","high","56.73","5","43","8","662.81","63","4","5318.58","8682.38","279.08"
"synthetic-high-0029","synthetic","high","51.95","11","38","12","754.51","112","9","2948.35","10876.01","181.57"
"synthetic-high-0193","synthetic","high","45.35","6","16","8","440.08","108","6","3222.79","14199.85","157.23"
"synthetic-high-0211","synthetic","high","32.83","7","23","9","479.15","65","3","5347.7","16066.87","177.1"
"synthetic-high-0099","synthetic","high","37.07","10","45","18","841.46","92","8","4036.95","14816.89","157.65"
"synthetic-high-0271","synthetic","high","33.6","6","35","7","88.78","93","6","6805.49","17020.18","315.6"
"synthetic-high-0222","synthetic","high","63.79","5","28","7","814.94","112","10","6646.63","15654.37","226.88"
"synthetic-low-0082","synthetic","low","10.79","0","6","2","635.04","21","0","610.38","2345.04","35.45"
"synthetic-low-0250","synthetic","low","13.75","1","4","2","542.01","7","0","519.29","1021.29","68.77"
"synthetic-medium-0019","synthetic","medium","18.07","3","9","2","413.27","67","3","2252.05","6172.8","77.97"
"synthetic-medium-0300","synthetic","medium","17.4","2","8","7","350.95","48","4","2464.97","3661.09","72.28"
"synthetic-high-0116","synthetic","high","29.78","9","24","8","356.06","104","6","6895.69","8605.75","186.42"
"synthetic-high-0115","synthetic","high","59.7","6","43","16","657.26","84","6","2716.68","13241.86","252.22"
"synthetic-high-0246","synthetic","high","34.03","7","26","15","877.49","53","3","2684.47","14669.85","228.06"
"synthetic-high-0207","synthetic","high","33.15","13","30","16","150.51","80","4","6236.95","15759.91","181.42"
"synthetic-medium-0273","synthetic","medium","17.78","1","17","5","355.46","69","4","1497.09","4374.57","148.71"
"synthetic-high-0176","synthetic","high","52.29","8","24","8","219.1","62","10","6064.38","14656.94","326.6"
"synthetic-low-0298","synthetic","low","14.94","1","4","0","672.22","31","0","801.3","1325.25","46.9"
"synthetic-medium-0038","synthetic","medium","26.86","2","18","6","390.65","31","2","928.08","3312.19","72.3"
"synthetic-low-0083","synthetic","low","10.58","1","6","1","630.21","13","1","817.02","1338.89","27.06"
"synthetic-low-0192","synthetic","low","8.64","1","7","1","388.18","21","1","428.21","1543.1","37.86"
"synthetic-high-0247","synthetic","high","36.76","12","23","14","234.76","77","9","6695.91","11456.1","180.82"
"synthetic-low-0071","synthetic","low","10.35","0","5","0","572.65","6","1","454.12","2395.38","65.99"
"synthetic-medium-0248","synthetic","medium","17.96","3","8","6","471.88","47","2","2105.12","6113.43","137.2"
"synthetic-high-0153","synthetic","high","60.21","12","30","10","155.14","54","6","5167.4","11915.39","215.4"
"synthetic-high-0022","synthetic","high","64.45","10","31","20","539.36","61","3","2540.38","16458.83","306.99"
"synthetic-high-0217","synthetic","high","29.2","10","37","12","550.94","41","8","6344.21","10984.31","223.2"
"synthetic-low-0156","synthetic","low","7.71","0","3","2","652.16","23","0","505.52","1033.01","38.09"
"synthetic-low-0176","synthetic","low","11.99","0","3","0","704.25","35","0","388","1690.66","49.14"
"synthetic-low-0050","synthetic","low","11.05","0","4","2","417.9","25","0","511.37","2272.72","62.48"
"synthetic-medium-0176","synthetic","medium","16.12","3","12","3","304.93","66","4","1557.43","3812.75","146.12"
"synthetic-high-0126","synthetic","high","55.05","13","23","20","238.05","91","3","2588.73","9012.76","229.11"
"synthetic-low-0237","synthetic","low","9.67","0","7","2","481.65","20","1","257.27","2452.53","31.05"
"synthetic-low-0294","synthetic","low","14.36","1","1","1","567.11","18","0","397.49","1593.34","32.09"
"synthetic-medium-0082","synthetic","medium","28.21","1","17","6","451.43","34","3","1962.58","2955.64","88.14"
"synthetic-low-0022","synthetic","low","14.98","0","7","2","523.55","11","1","849.52","1754.97","34.4"
"synthetic-low-0094","synthetic","low","10.72","1","7","0","693.05","30","1","888.55","1617.75","61.01"
"synthetic-medium-0253","synthetic","medium","18.41","1","15","6","296.65","33","2","1148.35","5252.14","81.9"
"synthetic-low-0132","synthetic","low","5.81","0","7","0","480.09","26","1","774.08","1197.42","54.98"
"synthetic-medium-0225","synthetic","medium","18.02","2","8","7","273.58","55","1","1754.72","5938.12","109.91"
"synthetic-low-0004","synthetic","low","5.62","1","8","0","357.03","23","1","396.83","1807.66","28.23"
"synthetic-medium-0118","synthetic","medium","18.61","4","18","6","473.7","29","4","1958.25","6486.02","128.09"
"synthetic-high-0142","synthetic","high","60.58","10","40","9","402.78","111","8","5461.78","14364.38","154.84"
"synthetic-high-0295","synthetic","high","50.72","9","33","8","378.64","63","9","5836.37","17147.41","248.96"
"synthetic-high-0243","synthetic","high","47.57","4","19","8","763.62","65","3","3186.07","11221.48","213.22"
"synthetic-medium-0159","synthetic","medium","19.53","4","8","7","441.47","55","1","929.2","2572.98","109.81"
"synthetic-low-0263","synthetic","low","13.59","0","7","1","555.41","6","0","524.94","1098.24","68.41"
"synthetic-high-0197","synthetic","high","44.22","9","25","12","730.89","116","9","4401.99","14457.06","140.7"
"synthetic-high-0195","synthetic","high","37.56","10","21","14","745.86","107","4","6514.02","13094.08","171"
"synthetic-low-0265","synthetic","low","14.09","1","7","0","372.26","24","0","693.51","1048.64","45.16"
"synthetic-medium-0006","synthetic","medium","30.15","4","10","6","465.84","45","2","2225.53","6066.01","100.52"
"synthetic-high-0254","synthetic","high","39.4","5","17","18","447.37","115","5","6713.79","17603.55","158.48"
"synthetic-medium-0145","synthetic","medium","23.24","4","9","6","487.54","39","3","2042.87","2800.15","96.26"
"synthetic-high-0033","synthetic","high","63.37","14","45","11","244.2","80","3","5213.25","8700.06","231.11"
"synthetic-high-0287","synthetic","high","56.64","12","27","20","784.25","91","10","5775.76","16384.49","324.67"
"synthetic-medium-0270","synthetic","medium","30.67","4","7","6","400.32","32","4","968.18","2624.95","97.08"
"synthetic-medium-0272","synthetic","medium","32.27","3","12","3","390.45","40","1","1927.91","3583.1","149.99"
"synthetic-low-0125","synthetic","low","14.94","1","4","2","464.85","22","0","774.48","1417.6","31.87"
"synthetic-high-0021","synthetic","high","34.66","12","44","20","703.53","89","9","3020.13","12597.19","268.16"
"synthetic-high-0061","synthetic","high","59.18","4","45","11","579.82","69","10","4840.91","7476.23","277.16"
"synthetic-high-0127","synthetic","high","56.09","8","40","18","111.61","111","5","2545.28","11098.65","243.86"
"synthetic-low-0035","synthetic","low","7.18","0","3","0","527.4","20","0","407.34","1118.99","40.35"
"synthetic-low-0015","synthetic","low","13.19","1","5","2","510.5","15","0","748.81","1987.95","65.66"
"synthetic-high-0181","synthetic","high","51.14","10","37","9","825.67","47","7","5153.62","17863.77","197.54"
"synthetic-high-0085","synthetic","high","61.08","11","44","12","703.33","85","5","3452.9","14503.02","140.01"
"synthetic-high-0038","synthetic","high","39.68","10","29","9","343.03","101","8","5595.23","12764","272.66"
"synthetic-low-0160","synthetic","low","11.07","1","4","1","518.64","26","1","851.41","1421.48","28.57"
"synthetic-medium-0223","synthetic","medium","29.84","1","14","6","444.61","31","1","1843.71","6497.18","135.01"
"synthetic-low-0204","synthetic","low","8.41","1","3","1","444.95","9","1","285.02","900.74","41.22"
"synthetic-low-0297","synthetic","low","12.73","0","6","1","499.7","9","0","537.02","1243.48","34.68"
"synthetic-high-0067","synthetic","high","54.43","9","27","7","366.98","119","5","6066.58","14579.9","259.47"
"synthetic-medium-0242","synthetic","medium","15.34","1","12","3","413.05","36","2","1638.88","4612.4","130.39"
"synthetic-low-0088","synthetic","low","6.98","0","2","1","580.13","28","0","703.11","2352.1","46.17"
"synthetic-high-0023","synthetic","high","38.67","8","22","16","309.24","100","8","5692.21","8209.31","251.86"
"synthetic-medium-0112","synthetic","medium","26.94","3","10","4","360.37","52","1","1320.81","3256.34","122.59"
"synthetic-medium-0169","synthetic","medium","25.73","4","9","6","392.36","65","3","1053.33","2618.08","119.9"
"synthetic-low-0254","synthetic","low","10.99","0","7","2","427.03","17","0","897.18","2497.54","25.38"
"synthetic-low-0168","synthetic","low","13.96","1","8","1","371.3","14","0","803.94","1735.15","43.76"
"synthetic-low-0107","synthetic","low","6.45","1","7","2","736.42","17","1","683.09","2095.96","69.46"
"synthetic-high-0011","synthetic","high","32.79","12","22","15","767.91","65","8","6144.2","16314.64","221.14"
"synthetic-high-0110","synthetic","high","47.4","14","25","10","539.47","72","10","3711.48","15728.52","224.4"
"synthetic-high-0175","synthetic","high","60.28","6","42","16","670.41","104","10","6920.36","8823.87","306.02"
"synthetic-high-0091","synthetic","high","50.02","6","39","17","685.79","100","4","6375.09","14113.27","294.31"
"synthetic-medium-0208","synthetic","medium","17.71","4","10","2","389","57","3","1934.53","5556.41","99.71"
"synthetic-medium-0234","synthetic","medium","30.98","3","15","7","327.51","42","4","1807.21","2987.39","134.97"
"synthetic-medium-0063","synthetic","medium","24.42","2","11","3","538.28","20","2","1333.23","4677.6","141.95"
"synthetic-medium-0005","synthetic","medium","33.1","4","15","7","502.12","67","3","1023.28","5009.7","79.02"
"synthetic-medium-0124","synthetic","medium","22.57","3","14","3","338.99","58","2","1818.28","3554.25","106.69"
"synthetic-low-0128","synthetic","low","11.85","1","4","1","401.53","18","1","475.08","1142.7","40.32"
"synthetic-high-0172","synthetic","high","39.89","11","31","10","625.44","87","6","6463.81","9678.58","297.18"
"synthetic-medium-0153","synthetic","medium","27.77","4","10","3","354.14","68","3","1735.5","5781.74","87.24"
"synthetic-low-0076","synthetic","low","8.65","1","1","1","472.53","5","1","591.5","1928.81","42.23"
"synthetic-medium-0015","synthetic","medium","27.71","3","16","3","212.64","35","4","1300.27","4278.87","139.93"
"synthetic-medium-0066","synthetic","medium","20.72","2","10","5","399.9","23","4","1121.66","6191.16","108.55"
"synthetic-low-0124","synthetic","low","7.06","1","2","2","747.55","17","1","522.98","1244.56","56.03"
"synthetic-medium-0144","synthetic","medium","14.92","3","10","2","485.49","57","2","2079.24","4717.13","136.14"
"synthetic-high-0241","synthetic","high","62.04","14","27","7","723.67","43","3","6068.96","11710.94","201.43"
"synthetic-low-0246","synthetic","low","6.53","1","1","2","491.68","27","0","754.63","1754.71","29.98"
"synthetic-medium-0100","synthetic","medium","26.21","2","8","4","510.94","65","2","2169.75","3148.64","134.41"
"synthetic-high-0077","synthetic","high","63.01","6","41","7","314.26","105","8","3430.98","12475.2","317.2"
"synthetic-high-0167","synthetic","high","46","10","20","16","217.06","67","4","3082.36","13743.32","273.33"
"synthetic-medium-0075","synthetic","medium","21.86","4","8","5","482.21","64","4","1903.04","6116.62","97.52"
"synthetic-high-0146","synthetic","high","36.32","8","26","13","508.79","98","5","5422.29","8137.93","272.66"
"synthetic-high-0050","synthetic","high","43.29","13","45","9","885.01","92","7","3006.67","17761.54","159.17"
"synthetic-high-0083","synthetic","high","53.62","7","32","8","274.45","49","8","3375.03","10699.07","328.65"
"synthetic-high-0134","synthetic","high","39.74","9","25","10","637.59","46","8","5298.72","13542.73","246.69"
"synthetic-low-0111","synthetic","low","10.04","0","5","1","519.18","14","0","350.78","2441.2","33.84"
"synthetic-high-0205","synthetic","high","40.16","4","16","15","137.87","65","10","2849.49","14905.46","211.72"
"synthetic-medium-0116","synthetic","medium","25.83","2","10","2","387.82","40","1","1150.26","3147.91","124.32"
"synthetic-high-0179","synthetic","high","49.11","4","40","18","629.67","98","3","4611.03","16377.37","325.67"
"synthetic-low-0032","synthetic","low","11.61","1","1","2","515.58","5","0","417.62","2428.49","67.14"
"synthetic-high-0003","synthetic","high","37.38","13","42","15","759.57","96","3","5976.51","11556.28","213.09"
"synthetic-high-0141","synthetic","high","31.47","8","18","10","436.88","112","5","5318.07","11406.63","263.92"
"synthetic-medium-0245","synthetic","medium","23.16","1","6","7","264.3","51","3","1396.36","5005.14","126.45"
"synthetic-high-0071","synthetic","high","46.55","11","39","13","416.76","94","9","6839.38","12655.96","302.86"
"synthetic-high-0215","synthetic","high","64.22","12","34","7","814.89","73","5","3224.62","8725.94","269.1"
"synthetic-high-0082","synthetic","high","39.49","9","24","11","289.33","80","6","2573.25","8296.36","194.12"
"synthetic-high-0066","synthetic","high","60.64","9","38","11","573.6","50","3","4837.96","11952.42","248.73"
"synthetic-high-0224","synthetic","high","60.71","8","35","14","539.12","91","4","5770.5","15153.52","207.19"
"synthetic-medium-0235","synthetic","medium","14.62","1","7","3","272.63","50","4","992.09","3887.23","140.22"
"synthetic-low-0065","synthetic","low","5.17","1","6","1","494.59","33","0","384.83","1039.68","55.05"
"synthetic-low-0170","synthetic","low","10.08","1","4","1","362.91","25","1","310.95","2461.55","67.71"
"synthetic-high-0228","synthetic","high","44.84","4","32","16","534.79","76","3","3998.38","8911.72","192.34"
"synthetic-low-0100","synthetic","low","6.23","0","8","2","459.78","26","0","809.81","2408.98","46.05"
"synthetic-high-0184","synthetic","high","47.14","11","45","15","871.73","68","10","5048","13281.53","293.72"
"synthetic-medium-0238","synthetic","medium","30.35","2","11","4","317.41","35","2","2057.09","5765.78","120.01"
"synthetic-low-0283","synthetic","low","8.81","0","3","2","474.22","29","1","615.16","2029.17","55.14"
"synthetic-medium-0090","synthetic","medium","30","4","18","5","372.3","62","2","1974.23","2666.08","146.92"
"synthetic-high-0063","synthetic","high","61.14","4","39","19","279.53","100","9","3038.21","13911.37","174.44"
"synthetic-medium-0155","synthetic","medium","27.21","3","14","3","253.54","68","3","1214.61","4304.73","146.37"
"synthetic-high-0210","synthetic","high","38.79","7","16","16","392.46","76","8","3863.82","8181.63","323.65"
"synthetic-medium-0020","synthetic","medium","15.63","2","13","5","332.27","21","1","1587.49","4994.14","106.06"
"synthetic-high-0216","synthetic","high","63.9","7","39","11","550.68","54","8","5900.68","16496.57","169.02"
"synthetic-high-0245","synthetic","high","60.81","10","28","13","179.27","48","3","2896.12","12603.31","245.97"
"synthetic-low-0240","synthetic","low","8.03","0","6","1","628.43","7","0","888.19","2294.18","52.48"
"synthetic-high-0268","synthetic","high","49.7","4","44","14","508.02","109","10","4704.4","8175.01","147.07"
"synthetic-low-0248","synthetic","low","13.4","1","8","1","608.42","33","1","332.76","1909.12","73.55"
"synthetic-high-0284","synthetic","high","30.82","11","45","14","356.13","43","6","3798.47","10002.43","293.44"
"synthetic-medium-0121","synthetic","medium","19.38","2","9","5","375.34","32","3","2043.84","3793.77","101.51"
"synthetic-high-0117","synthetic","high","64.73","4","40","13","241.48","79","4","2958.16","9794.6","304.78"
"synthetic-medium-0079","synthetic","medium","20.44","2","6","7","428.14","63","3","2499.74","4613.06","133.14"
"synthetic-high-0020","synthetic","high","40.77","6","36","11","746.72","88","7","2704.74","8181.44","280.76"
"synthetic-high-0230","synthetic","high","54.02","14","29","7","433.58","57","10","3678.53","13814.09","235.4"
"synthetic-high-0258","synthetic","high","53.21","4","42","15","685.57","55","10","2765.73","15810.46","169.88"
"synthetic-high-0223","synthetic","high","56.33","4","38","19","429.56","79","7","4423.9","14862.3","283.02"
"synthetic-low-0256","synthetic","low","8.32","1","3","2","498.74","10","0","550.53","2309.79","34.45"
"synthetic-low-0184","synthetic","low","15.13","1","6","2","705.28","13","0","888.73","1244.77","26.17"
"synthetic-low-0208","synthetic","low","5.31","0","4","2","597.16","11","1","262.97","1830.05","42.9"
